,thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
,3404,"Oakar, Mary",14443,100,1987,OH,20,1,1,1976,1,0,0,85,7225,-0.429,0.303,0.1105,21,0,0,1,0,0,6,36,0,0,1,0,0,0,1,1,1,1,0,28,8,2,1,1,0,0,0,0,0,29,9,3,2,1,1.847785,4.352992
,3405,"Oberstar, James",14265,100,1987,MN,8,1,1,1974,0,0,0,73,5329,-0.564,0.438,0.2455,8,0,0,1,0,1,7,49,0,0,0,0,0,0,1,1,1,0,0,40,3,1,1,0,1,0,0,0,0,42,4,2,1,0,1.280312,2.935311
,3406,"Obey, David",12036,100,1987,WI,7,1,1,1969,0,0,0,62,3844,-0.47,0.344,0.1515,9,0,0,1,1,0,10,100,1,0.249,0,0,0,0,3,2,3,2,2,6,0,0,0,0,1,0,0,0,0,10,2,3,2,2,2.095839,1.256408
,3407,"Olin, James",15048,100,1987,VA,6,1,1,1982,0,0,0,70,4900,-0.118,0.008,0.2005,10,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,5,2,1,1,1,2,0,0,0,0,7,2,1,1,1,0.573217,0.102374
,3408,"Ortiz, Solomon",15049,100,1987,TX,27,1,1,1982,0,0,1,100,10000,-0.26,0.134,0.0585,27,0,0,0,0,0,3,9,0,0,0,0,1,1,1,1,1,1,1,10,1,0,0,0,1,1,1,1,0,12,3,2,2,1,1.16192,0.064551
,3409,"Owens, Wayne",14042,100,1987,UT,2,1,1,1986,0,0,0,55,3025,-0.266,0.14,0.0525,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,17,6,1,1,1,1,0,0,0,0,19,7,2,2,2,1.875164,
,3410,"Owens, Major",15050,100,1987,NY,12,1,1,1982,0,1,0,91,8281,-0.609,0.483,0.2905,34,0,0,0,0,0,3,9,1,0.407,0,0,0,0,3,3,3,2,2,12,4,3,3,2,0,0,0,0,0,15,7,6,5,4,3.460697,0.25914
,3411,"Oxley, Michael",14875,100,1987,OH,4,0,0,1981,0,0,0,75,5625,0.367,0.493,0.6855,21,0,0,0,0,0,4,16,1,0.355,0,0,0,0,1,1,1,1,1,3,1,0,0,0,1,1,1,1,0,5,3,2,2,1,1.053408,0.036886
,3412,"Packard, Ron",15051,100,1987,CA,43,0,0,1982,0,0,0,73,5329,0.422,0.548,0.7405,45,0,0,0,0,0,3,9,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,3,2,1,1,0,0.543363,0.117743
,3413,"Panetta, Leon",14444,100,1987,CA,16,1,1,1976,0,0,0,78,6084,-0.297,0.171,0.0215,45,0,0,1,0,0,6,36,0,0,0,0,0,0,3,3,3,3,2,41,5,2,1,1,4,2,1,1,0,48,10,6,5,3,3.759412,0.987817
,3414,"Parris, Stanford",14043,100,1987,VA,8,0,0,1980,0,0,0,61,3721,0.29,0.416,0.6085,10,0,0,0,0,0,4,16,1,0.164,0,0,1,0,1,1,1,1,1,9,3,1,1,1,0,0,0,0,0,10,4,2,2,2,1.58454,0.367815
,3415,"Pashayan, Charles",14652,100,1987,CA,17,0,0,1978,0,0,0,60,3600,0.249,0.375,0.5675,45,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,1,0,0,5,2,1,0,0,0.13478,0.185368
,3416,"Patterson, Elizabeth",15171,100,1987,SC,4,1,1,1986,1,0,0,52,2704,-0.058,0.068,0.2605,6,0,0,0,0,0,1,1,1,0.281,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062007,
,3417,"Payne, Lewis",15452,100,1987,VA,5,1,1,1988,0,0,0,,,-0.118,0.008,0.2005,10,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,3418,"Pease, Donald",14445,100,1987,OH,13,1,1,1976,0,0,0,63,3969,-0.314,0.188,0.0045,21,0,0,0,1,0,6,36,1,0.355,0,0,0,0,1,1,1,0,0,16,2,0,0,0,0,0,0,0,0,17,3,1,0,0,0.663742,0.644983
,3419,"Pelosi, Nancy",15448,100,1987,CA,5,1,1,1987,1,0,0,67,4489,-0.585,0.459,0.2665,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0.065107,
,3420,"Penny, Timothy",15052,100,1987,MN,1,1,1,1982,0,0,0,72,5184,-0.055,0.071,0.2635,8,0,0,0,0,0,3,9,1,0.211,0,0,0,0,1,1,1,1,0,11,1,0,0,0,0,0,0,0,0,12,2,1,1,0,0.738883,0.046108
,3421,"Pepper, Claude",7333,100,1987,FL,18,1,1,1962,0,0,0,74,5476,-0.384,0.258,0.0655,19,0,1,0,1,0,13,169,1,0.224,0,0,1,1,5,2,2,1,0,29,4,3,2,1,1,0,0,0,0,35,6,5,3,1,2.235018,1.771018
,3422,"Perkins, Carl",15228,100,1987,KY,7,1,1,1984,0,0,0,80,6400,-0.539,0.413,0.2205,7,0,0,0,0,0,2,4,1,0.078,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.034104,1.148228
,3423,"Petri, Thomas",14675,100,1987,WI,6,0,0,1979,0,0,0,97,9409,0.27,0.396,0.5885,9,0,0,0,0,0,5,25,1,0.249,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.170519,0.296963
,3424,"Pickett, Owen",15437,100,1987,VA,2,1,1,1986,0,0,0,49,2401,-0.135,0.009,0.1835,10,0,0,0,0,0,1,1,1,0.164,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0.055987,
,3425,"Pickle, J.",10614,100,1987,TX,10,1,1,1963,0,0,0,72,5184,-0.218,0.092,0.1005,27,0,0,1,1,0,13,169,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,3,2,2,2,1,13,2,2,2,1,0.299605,0.307122
,3426,"Porter, John",14677,100,1987,IL,10,0,0,1980,0,0,0,75,5625,0.201,0.327,0.5195,22,0,0,0,1,0,4,16,1,0.344,0,0,0,0,0,0,0,0,0,11,1,0,0,0,3,1,1,1,0,14,2,1,1,0,0.282609,0.067624
,3427,"Price, David",15438,100,1987,NC,4,1,1,1986,0,0,0,56,3136,-0.215,0.089,0.1035,11,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0.932017,
,3428,"Price, Melvin",7610,100,1987,IL,21,1,1,1944,0,0,0,50,2500,-0.381,0.255,0.0625,22,0,0,1,0,0,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0.051386,0.220818
,3429,"Pursell, Carl",14446,100,1987,MI,2,0,0,1976,0,0,0,59,3481,0.128,0.254,0.4465,18,0,0,0,1,0,6,36,1,0.463,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031003,0.030738
,3430,"Quillen, James",10616,100,1987,TN,1,0,0,1962,0,0,0,69,4761,0.251,0.377,0.5695,9,0,0,0,1,0,13,169,1,0.149,0,0,1,0,0,0,0,0,0,31,1,1,1,0,2,0,0,0,0,33,1,1,1,0,0.728183,1.917363
,3431,"Rahall, Nick",14448,100,1987,WV,4,1,1,1976,0,0,0,71,5041,-0.31,0.184,0.0085,4,0,0,1,0,0,6,36,0,0,0,0,0,0,3,3,3,2,1,16,6,3,2,1,0,0,0,0,0,19,9,6,4,2,2.947404,0.551895
,3432,"Rangel, Charles",13035,100,1987,NY,16,1,1,1970,0,1,0,96,9216,-0.563,0.437,0.2445,34,0,0,1,1,0,9,81,1,0.407,0,0,0,0,0,0,0,0,0,25,3,1,1,1,2,0,0,0,0,27,3,1,1,1,0.937755,0.914282
,3433,"Ravenel, Arthur",15439,100,1987,SC,1,0,0,1986,0,0,0,52,2704,0.166,0.292,0.4845,6,0,0,0,0,0,1,1,1,0.281,0,0,1,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,5,1,1,1,1,0.512514,
,3434,"Ray, Richard",15053,100,1987,GA,3,1,1,1982,0,0,0,100,10000,0.043,0.169,0.3615,10,0,0,0,0,0,3,9,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0.947518,0.321043
,3435,"Regula, Ralph",14045,100,1987,OH,16,0,0,1972,0,0,0,76,5776,0.203,0.329,0.5215,21,0,0,0,1,0,8,64,1,0.355,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.139515,0.169061
,3436,"Rhodes, John",15440,100,1987,AZ,1,0,0,1986,0,0,0,71,5041,0.405,0.531,0.7235,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,3,1,1,1,1,0.469109,
,3437,"Richardson, Bill",15055,100,1987,NM,3,1,1,1982,0,0,1,71,5041,-0.318,0.192,0.0005,3,0,0,0,0,0,3,9,0,0,0,0,0,0,2,2,2,1,1,34,11,5,5,3,3,1,1,0,0,39,14,8,6,4,3.886542,4.573466
,3438,"Ridge, Thomas",15056,100,1987,PA,21,0,0,1982,0,0,0,81,6561,0.155,0.281,0.4735,23,0,0,0,0,0,3,9,0,0,0,0,0,0,1,1,1,1,1,10,2,0,0,0,0,0,0,0,0,11,3,1,1,1,1.165037,0.076846
,3439,"Rinaldo, Matthew",14046,100,1987,NJ,7,0,0,1972,0,0,0,79,6241,0.043,0.169,0.3615,14,0,0,0,0,0,8,64,1,0.175,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0.271527,0.35844
,3440,"Ritter, Don",14654,100,1987,PA,15,0,0,1978,0,0,0,57,3249,0.248,0.374,0.5665,23,0,0,0,0,0,5,25,0,0,0,0,0,0,1,1,0,0,0,11,1,0,0,0,0,0,0,0,0,12,2,0,0,0,0.365032,0.194589
,3441,"Roberts, Pat",14852,100,1987,KS,1,0,0,1980,0,0,0,75,5625,0.411,0.537,0.7295,5,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0.20952,0.707227
,3442,"Robinson, Tommy",15122,100,1987,AR,2,1,1,1984,0,0,0,76,5776,-0.009,0.117,0.3095,4,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0.147514,0.169998
,3443,"Rodino, Peter",8010,100,1987,NJ,10,1,1,1948,0,0,0,96,9216,-0.534,0.408,0.2155,14,0,1,1,0,0,20,400,0,0,0,0,0,0,8,8,6,5,3,14,6,3,3,1,2,1,2,2,1,24,15,11,10,5,5.746471,6.97052
,3444,"Roe, Robert",12042,100,1987,NJ,8,1,1,1969,0,0,0,63,3969,-0.322,0.196,0.0035,14,0,1,1,0,0,10,100,0,0,0,0,0,0,3,3,3,2,2,45,7,2,1,0,0,0,0,0,0,48,10,5,3,2,3.458109,0.981491
,3445,"Roemer, Buddy",14853,100,1987,LA,4,1,1,1980,0,0,0,,,0.175,0.301,0.4935,8,0,0,0,0,0,4,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0031,0.120817
,3446,"Rogers, Harold",14854,100,1987,KY,5,0,0,1980,0,0,0,100,10000,0.29,0.416,0.6085,7,0,0,0,1,1,4,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015369
,3447,"Rose, Charlie",14048,100,1987,NC,7,1,1,1972,0,0,0,64,4096,-0.315,0.189,0.0035,11,0,0,1,0,0,8,64,0,0,0,0,1,1,1,1,0,0,0,13,2,1,1,0,0,0,0,0,0,14,3,1,1,0,0.637464,0.530314
,3448,"Rostenkowski, Dan",8080,100,1987,IL,8,1,1,1958,0,0,0,79,6241,-0.368,0.242,0.0495,22,0,1,0,1,0,15,225,1,0.344,0,0,0,0,9,6,7,6,5,8,0,0,0,0,0,0,0,0,0,17,6,7,6,5,5.402649,14.30318
,3449,"Roth, Toby",14655,100,1987,WI,8,0,0,1978,0,0,0,67,4489,0.334,0.46,0.6525,9,0,0,0,0,0,5,25,1,0.249,0,0,0,0,1,1,0,0,0,12,2,1,1,1,1,0,0,0,0,14,3,1,1,1,0.818639,0.724545
,3450,"Roukema, Marge",14855,100,1987,NJ,5,0,0,1980,1,0,0,75,5625,0.126,0.252,0.4445,14,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2,1,0,0,0,0,0,9,2,2,2,1,0.815949,0.122953
,3451,"Rowland, J.",15057,100,1987,GA,8,1,1,1982,0,0,0,86,7396,-0.126,2.03E-09,0.1925,10,0,0,0,0,0,3,9,1,0.142,0,0,1,1,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1.461379,0.148482
,3452,"Rowland, John",15123,100,1987,CT,5,0,0,1984,0,0,0,61,3721,0.155,0.281,0.4735,6,0,0,0,0,0,2,4,1,0.2,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,1,1,1,1,11,3,1,1,1,0.354125,0.113732
,3453,"Roybal, Edward",10621,100,1987,CA,25,1,1,1962,0,0,0,76,5776,-0.613,0.487,0.2945,45,0,0,1,1,0,13,169,0,0,0,0,0,0,2,2,2,2,2,17,0,0,0,0,1,0,0,0,0,20,2,2,2,2,2.068656,1.681635
,3454,"Russo, Martin",14271,100,1987,IL,3,1,1,1974,0,0,0,66,4356,-0.226,0.1,0.0925,22,0,0,1,1,1,7,49,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0.186515,0.37688
,3455,"Sabo, Martin",14656,100,1987,MN,5,1,1,1978,0,0,0,73,5329,-0.566,0.44,0.2475,8,0,0,0,1,0,5,25,1,0.211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015502,0.046108
,3456,"Saiki, Patricia",15441,100,1987,HI,1,0,0,1986,1,0,0,60,3600,0.087,0.213,0.4055,2,0,0,0,0,0,1,1,1,0.246,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.124014,
,3457,"Savage, Gus",14856,100,1987,IL,2,1,1,1980,0,1,0,84,7056,-0.702,0.576,0.3835,22,0,0,1,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,1,1,1,4,2,2,2,1,0.378035,0.030738
,3458,"Sawyer, Thomas",15442,100,1987,OH,14,1,1,1986,0,0,0,54,2916,-0.362,0.236,0.0435,21,0,0,0,0,0,1,1,1,0.355,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,5,1,1,1,1,0.512514,
,3459,"Saxton, Jim",15112,100,1987,NJ,13,0,0,1984,0,0,0,65,4225,0.205,0.331,0.5235,14,0,0,0,0,0,2,4,1,0.175,0,0,0,0,1,1,0,0,0,9,0,0,0,0,2,0,0,0,0,12,1,0,0,0,0.285726,0.110316
,3460,"Schaefer, Dan",15058,100,1987,CO,6,0,0,1983,0,0,0,65,4225,0.459,0.585,0.7775,6,0,0,0,0,0,3,9,1,0.284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015502,0
,3461,"Scheuer, James",10768,100,1987,NY,8,1,1,1974,0,0,0,90,8100,-0.457,0.331,0.1385,34,0,0,0,0,0,7,49,0,0,0,0,0,0,1,1,1,0,0,6,4,2,1,0,0,0,0,0,0,7,5,3,1,0,0.888005,1.284414
,3462,"Schneider, Claudine",14857,100,1987,RI,2,0,0,1980,1,0,0,72,5184,-0.042,0.084,0.2765,2,0,0,0,0,0,4,16,0,0,0,0,0,0,1,1,1,1,0,10,0,0,0,0,1,0,0,0,0,12,1,1,1,0,0.671978,0.148482
,3463,"Schroeder, Patricia",14051,100,1987,CO,1,1,1,1972,1,0,0,68,4624,-0.29,0.164,0.0285,6,0,0,1,0,0,8,64,0,0,0,0,0,0,2,1,2,1,0,18,5,3,2,2,0,0,0,0,0,20,6,5,3,2,2.107461,3.484795
,3464,"Schuette, Bill",15114,100,1987,MI,10,0,0,1984,0,0,0,51,2601,0.264,0.39,0.5825,18,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0.225022,0.030738
,3465,"Schulze, Richard",14273,100,1987,PA,5,0,0,1974,0,0,0,66,4356,0.251,0.377,0.5695,23,0,0,0,1,0,7,49,1,0.345,0,0,0,0,0,0,0,0,0,36,1,0,0,0,1,1,1,1,1,37,2,1,1,1,0.702667,0.599137
,3466,"Schumer, Charles",14858,100,1987,NY,10,1,1,1980,0,0,0,93,8649,-0.386,0.26,0.0675,34,0,0,0,0,1,4,16,1,0.407,0,0,0,0,1,1,1,1,1,26,2,2,1,0,1,0,1,1,1,28,3,4,3,2,1.762539,0.602211
,3467,"Sensenbrenner, James",14657,100,1987,WI,9,0,0,1978,0,0,0,78,6084,0.552,0.678,0.8705,9,0,0,0,0,0,5,25,1,0.249,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0.240524,0.122953
,3468,"Sharp, Philip",14274,100,1987,IN,2,1,1,1974,0,0,0,62,3844,-0.194,0.068,0.1245,10,0,0,1,0,0,7,49,0,0,0,0,0,0,5,4,4,4,1,7,6,4,3,0,0,0,0,0,0,12,10,8,7,1,3.553255,2.835287
,3469,"Shaw, E.",14860,100,1987,FL,15,0,0,1980,0,0,0,100,10000,0.29,0.416,0.6085,19,0,0,0,1,0,4,16,0,0,0,0,1,0,0,0,0,0,0,19,2,0,0,0,2,1,1,1,0,21,3,1,1,0,0.458026,1.069832
,3470,"Shays, Christopher",15449,100,1987,CT,4,0,0,1987,0,0,0,,,0.074,0.2,0.3925,6,0,0,0,0,0,1,1,1,0.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031003,
,3471,"Shumway, Norman",14660,100,1987,CA,14,0,0,1978,0,0,0,72,5184,0.596,0.722,0.9145,45,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,3,0,0,0,0,18,1,0,0,0,0.29633,0.96944
,3472,"Shuster, Bud",14052,100,1987,PA,9,0,0,1972,0,0,0,100,10000,0.41,0.536,0.7285,23,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0031,0.015369
,3473,"Sikorski, Gerry",15059,100,1987,MN,6,1,1,1982,0,0,0,66,4356,-0.259,0.133,0.0595,8,0,0,1,0,0,3,9,1,0.211,0,0,0,0,3,3,2,2,1,8,0,0,0,0,0,0,0,0,0,11,3,2,2,1,1.678898,0.363389
,3474,"Sisisky, Norman",15060,100,1987,VA,4,1,1,1982,0,0,0,100,10000,-0.121,0.005,0.1975,10,0,0,0,0,0,3,9,1,0.164,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0.105603,0
,3475,"Skaggs, David",15443,100,1987,CO,2,1,1,1986,0,0,0,51,2601,-0.282,0.156,0.0365,6,0,0,0,0,0,1,1,1,0.284,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062007,
,3476,"Skeen, Joe",14861,100,1987,NM,2,0,0,1980,0,0,0,63,3969,0.301,0.427,0.6195,3,0,0,0,1,0,4,16,1,0.092,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0.168856,0.033812
,3477,"Skelton, Ike",14451,100,1987,MO,4,1,1,1976,0,0,0,100,10000,-0.139,0.013,0.1795,9,0,0,1,0,0,6,36,1,0.266,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0.23302,0.468837
,3478,"Slattery, Jim",15061,100,1987,KS,2,1,1,1982,0,0,0,71,5041,-0.092,0.034,0.2265,5,0,0,0,0,1,3,9,1,0.169,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,1,1,1,1,15,1,1,1,1,0.294724,0.707227
,3479,"Slaughter, D.",15115,100,1987,VA,7,0,0,1984,0,0,0,98,9604,0.372,0.498,0.6905,10,0,0,0,0,0,2,4,1,0.164,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,1,1,0,5,1,1,1,0,0.100992,0.092915
,3480,"Slaughter, Louise",15444,100,1987,NY,30,1,1,1986,1,0,0,51,2601,-0.33,0.204,0.0115,34,0,0,0,0,0,1,1,1,0.407,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062007,
,3481,"Smith, Robert",15116,100,1987,NH,1,0,0,1984,0,0,0,56,3136,0.549,0.675,0.8675,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.09301,0.669403
,3482,"Smith, Neal",8672,100,1987,IA,4,1,1,1958,0,0,0,68,4624,-0.303,0.177,0.0155,6,0,0,1,1,0,15,225,0,0,0,0,0,0,2,2,2,2,1,16,0,0,0,0,2,0,0,0,0,20,2,2,2,1,1.669102,2.723022
,3483,"Smith, Bob",15063,100,1987,OR,2,0,0,1982,0,0,0,60,3600,0.368,0.494,0.6865,5,0,0,0,0,0,3,9,1,0.233,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0.287523,0.061477
,3484,"Smith, Christopher",14863,100,1987,NJ,4,0,0,1980,0,0,0,61,3721,0.077,0.203,0.3955,14,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,1,1,1,16,2,1,1,1,0.37713,0.193652
,3485,"Smith, Denny",14864,100,1987,OR,5,0,0,1980,0,0,0,60,3600,0.544,0.67,0.8625,5,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,1,0,0,0,0,9,4,1,0,0,0.428476,0.092215
,3486,"Smith, Lamar",15445,100,1987,TX,21,0,0,1986,0,0,0,61,3721,0.38,0.506,0.6985,27,0,0,0,0,0,1,1,1,0.191,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,4,1,1,1,1,0.48461,
,3487,"Smith, Lawrence",15062,100,1987,FL,16,1,1,1982,0,0,0,70,4900,-0.349,0.223,0.0305,19,0,0,0,0,0,3,9,1,0.224,0,0,1,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0.240524,0.163851
,3488,"Smith, Virginia",14276,100,1987,NE,3,0,0,1974,1,0,0,70,4900,0.225,0.351,0.5435,3,0,0,0,1,0,7,49,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,1,0,0,0,0,19,4,0,0,0,0.500144,0.281594
,3489,"Snowe, Olympia",14661,100,1987,ME,2,0,0,1978,1,0,0,77,5929,0.089,0.215,0.4075,2,0,0,0,0,0,5,25,1,0.18,0,0,0,0,0,0,0,0,0,32,2,0,0,0,2,1,2,2,1,34,3,2,2,1,0.735648,0.395089
,3490,"Solarz, Stephen",14277,100,1987,NY,13,1,1,1974,0,0,0,82,6724,-0.408,0.282,0.0895,34,0,0,1,0,0,7,49,1,0.407,0,0,0,0,0,0,0,0,0,10,3,1,1,1,1,1,1,1,1,11,4,2,2,2,0.78913,0.793642
,3491,"Solomon, Gerald",14662,100,1987,NY,24,0,0,1978,0,0,0,70,4900,0.47,0.596,0.7885,34,0,0,0,0,0,5,25,1,0.407,0,0,0,0,1,1,1,1,0,50,0,0,0,0,2,0,0,0,0,53,1,1,1,0,1.295147,0.379019
,3492,"Spence, Floyd",13042,100,1987,SC,2,0,0,1970,0,0,0,54,2916,0.321,0.447,0.6395,6,0,0,0,0,0,9,81,1,0.281,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.101008,0.061477
,3493,"Spratt, John",15064,100,1987,SC,5,1,1,1982,0,0,0,100,10000,-0.208,0.082,0.1105,6,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.09301,0.015369
,3494,"St Germain, Fernand",10561,100,1987,RI,1,1,1,1960,0,0,0,58,3364,-0.346,0.22,0.0275,2,0,1,1,0,0,14,196,1,0.142,0,0,0,0,4,4,4,2,1,15,2,4,2,0,2,0,0,0,0,21,6,8,4,1,2.916571,4.790757
,3495,"Staggers, Harley",15065,100,1987,WV,2,1,1,1982,0,0,0,69,4761,-0.319,0.193,0.0005,4,0,0,0,0,0,3,9,1,0.15,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,0,0,0,0,11,1,1,1,1,0.593122,0.126027
,3496,"Stallings, Richard",15117,100,1987,ID,2,1,1,1984,0,0,0,54,2916,-0.09,0.036,0.2285,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,2,3,1,0,0,0,10,4,3,3,2,1.240152,0.169998
,3497,"Stangeland, Arlan",14466,100,1987,MN,7,0,0,1977,0,0,0,50,2500,0.341,0.467,0.6595,8,0,0,0,0,0,6,36,1,0.211,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0.240524,0.466024
,3498,"Stark, Fortney",14053,100,1987,CA,9,1,1,1972,0,0,0,70,4900,-0.678,0.552,0.3595,45,0,0,1,1,0,8,64,0,0,0,0,0,0,4,3,1,1,1,47,5,2,1,1,0,0,0,0,0,51,8,3,2,2,2.676984,1.692639
,3499,"Stenholm, Charles",14664,100,1987,TX,17,1,1,1978,0,0,0,100,10000,0.126,0.252,0.4445,27,0,0,1,0,0,5,25,0,0,0,0,1,1,0,0,0,0,0,10,7,3,2,2,2,0,0,0,0,12,7,3,2,2,1.387093,0.276384
,3500,"Stokes, Louis",12030,100,1987,OH,21,1,1,1968,0,1,0,82,6724,-0.585,0.459,0.2665,21,0,0,0,1,0,10,100,0,0,0,0,0,0,3,3,3,2,2,7,1,0,0,0,3,2,2,2,2,13,6,5,4,4,2.455053,0.090079
,3501,"Stratton, Samuel",9017,100,1987,NY,23,1,1,1958,0,0,0,96,9216,-0.081,0.045,0.2375,34,0,0,1,0,0,15,225,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,2,1,1,1,1,5,3,1,1,1,0.318718,0.245646
,3502,"Studds, Gerry",14055,100,1987,MA,10,1,1,1972,0,0,0,65,4225,-0.483,0.357,0.1645,11,0,0,1,0,0,8,64,0,0,0,0,0,0,9,9,9,7,5,15,10,7,6,4,0,0,0,0,0,24,19,16,13,9,8.902967,3.437141
,3503,"Stump, Bob",14454,100,1987,AZ,3,0,0,1976,0,0,0,100,10000,0.741,0.867,1.0595,5,0,0,0,0,0,6,36,1,0.269,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0.071308,0.635591
